name,alt_name,predicted_gender,article_count,full_count
Ellis Bishop,,man,2,2
Felix R. Brunot,,man,2,2
George S. Vest,,man,2,2
Lars Jensen,,man,2,2
Calvin Richards,,man,2,2
Edmund B. Alexander,,man,2,2
William Stowell,,man,2,2
Alexander W. Doniphan,,man,2,2
Joseph E. Johnston,,man,2,2
William D. Huntington,,man,2,2
Robert Browning,,man,2,2
Bernard Arnold Martin Froiseth,,man,2,2
Dwight Eveleth,,man,2,2
Thomas J. Kaiser,,man,2,2
Dick Hammer,,man,2,2
Daniel Bell,,man,2,2
William B. Bennett,,man,2,2
Hiram Clawson,,man,2,2
Thomas Padfield,,man,2,2
John Pitman,,man,2,2
Harry Betterson,,man,2,2
John Kirton,,man,2,2
Heber P. Kimball,,man,2,2
Robert M. Jones,,man,2,2
Sanford Bingham,,man,2,2
Robert Alexander,,man,2,2
John Kintzing Kane,,man,2,2
Charles Ernst,,man,2,2
Ray Burtenshaw,,man,2,2
Peter Larsen,,man,2,2
Eddie Rickenbacker,,man,2,2
Curtis E. Bolton,,man,2,2
Oliver Kaldahl,,man,2,2
Bert Wilcheck,,man,2,2
Carl Hall,,man,2,2
Perry S. Heath,,man,2,2
James N. Kimball,,man,2,2
Neil M. Judd,,man,2,2
Chris Jorgensen,,man,2,2
Clifford Stott,,man,2,2
Thomas B. Morris,,man,2,2
Samuel S. Burdett,,man,2,2
Andrew J. Stewart,,man,2,2
Charles Heaton,,man,2,2
Sid Southworth,,man,2,2
Samuel O. Bennion,,man,2,2
Ben Rich,,man,2,2
Calvin W. Rawlings,,man,2,2
Tom Smart,,man,2,2
Richard Halliburton,,man,2,2
Louis L'Amour,,man,2,2
Walter Mendenhall,,man,2,2
William H. Chipman,,man,2,2
Mark Anderson,,man,2,2
Ben Lyon,,man,2,2
William W. Owens,,man,2,2
Fraser Buck,,man,2,2
George Armstrong Custer,,man,2,2
Harold Ross,,man,2,2
John McCullough,,man,2,2
"William M. ""Billy"" Wilson",,man,2,2
Samuel Shoemaker,,man,2,2
Stephen B. Elkins,,man,2,2
Peter Madsen,,man,2,2
William H. Holmes,,man,2,2
Edgar Lee Hewitt,,man,2,2
Charles A. Harper,,man,2,2
James Calhoun,,man,2,2
William McBride,,man,2,2
Herbert A. Reusser,,man,2,2
John W. Caughey,,man,2,2
Ben Davis,,man,2,2
Daniel Jackling,,man,2,2
John Willard Clawson,,man,2,2
Glenn Walker Wallace,,man,2,2
Philip Sheridan,,man,2,2
Bishop William Miller,,man,2,2
Henry Morrow,,man,2,2
Gordon M. Bakken,,man,2,2
George A. Jenks,,man,2,2
David Black,,man,2,2
William Leany,,man,2,2
Charles N. Strevell,,man,2,2
William Springer,,man,2,2
Morris M. Estee,,man,2,2
William B. Allison,,man,2,2
Gordon Cope,,man,2,2
John D. Giles,,man,2,2
Robert Henry,,man,2,2
William H. Dunn,,man,2,2
Andrew J. Hattan,,man,2,2
Charles B. Hancock,,man,2,2
Randolph Marcy,,man,2,2
Robert Lang Campbell,,man,2,2
Joseph Merrill,,man,2,2
Dan B. Shields,,man,2,2
Patrick H. Lannan,,man,2,2
James Bywater,,man,2,2
Thomas B. Reed,,man,2,2
Herbert Bolton,,man,2,2
Tom Thumb,,man,2,2
Dixon Hemenway,,man,2,2
William Sharon,,man,2,2
Arthur J. Brown,,man,2,2
John W. Judd,,man,2,2
Edgar A. Wedgwood,,man,2,2
John Farr Larson,,man,2,2
Thomas Durant,,man,2,2
John M. Jones,,man,2,2
Chris Nielsen,,man,2,2
Joseph J. Cannon,,man,2,2
John M. Whitaker,,man,2,2
John Riggs Murdock,,man,2,2
Alfred Knopf,,man,2,2
Luther S. Hemenway,,man,2,2
William Paul,,man,2,2
Henry Vallez,,man,2,2
Roger Toll,,man,2,2
John M. Schofield,,man,2,2
Zachariah Chandler,,man,2,2
Nathaniel Jones,,man,2,2
Joseph Daynes,,man,2,2
William H. Dickson,,man,2,2
Oscar Westover,,man,2,2
Andrew Anderson,,man,2,2
Carl Coke Rister,,man,2,2
Frederick Merk,,man,2,2
William W. Majors,,man,2,2
Albert A. Law,,man,2,2
John L. Sorenson,,man,2,2
Jim Dan Hill,,man,2,2
John Higham,,man,2,2
John C. Lynch,,man,2,2
James D. Doty,,man,2,2
Henry Maiben,,man,2,2
Heber John Richards,,man,2,2
Charles Dalton,,man,2,2
Chris Jensen,,man,2,2
Joseph Geoghegan,,man,2,2
William Dunbar,,man,2,2
Samuel Hoyt,,man,2,2
Richard Henry Dana,,man,2,2
Donald McKenzie,,man,2,2
Alexander Ross,,man,2,2
Daniel T. Potts,,man,2,2
Sumner Margetts,,man,2,2
Gene Stratton Porter,,man,2,2
Heber J. Stowell,,man,2,2
Kirk Henrichsen,,man,2,2
Alfred Cordon,,man,2,2
Thomas Latimer,,man,2,2
Nephi Clayton,,man,2,2
John G. Morrison,,man,2,2
Lemuel H. Redd,,man,2,2
Bill Williams River,,man,2,2
William L. Manly,,man,2,2
James F. Rusling,,man,2,2
Alfred L. Kroeber,,man,2,2
Frank Swain,,man,2,2
Ezekiel Johnson,,man,2,2
William A. Clark,,man,2,2
Bert Hales,,man,2,2
Frederick William IV,,man,2,2
Thomas C. Iliff,,man,2,2
Robert Harkness,,man,2,2
Lyman R. Martineau,,man,2,2
William W. Galbraith,,man,2,2
Alfred Gumming,,man,2,2
Tim Goodale,,man,2,2
Henry Hamilton,,man,2,2
Thomas W. Evans,,man,2,2
Milton Welling,,man,2,2
Aaron Stein,,man,2,2
John A. Dix,,man,2,2
Peter Johnson,,man,2,2
Luke Cosgrave,,man,2,2
Wayne MacVeagh,,man,2,2
Edward M. Dalton,,man,2,2
George C. Lambert,,man,2,2
George Dalton,,man,2,2
Samuel A. King,,man,2,2
Edward L. White,,man,2,2
Duncan McVichie,,man,2,2
William H. Seegmiller,,man,2,2
Chris Christensen,,man,2,2
George Staples,,man,2,2
John Hanson Beadle,,man,2,2
David Utter,,man,2,2
Glynn S. Bennion,,man,2,2
Robert Louis Stevenson,,man,2,2
Lewis Keseberg,,man,2,2
Joseph Reinhardt,,man,2,2
Karl Burger,,man,2,2
John S. Stucki,,man,2,2
Richard Karl,,man,2,2
Jason Lee,,man,2,2
William Behle,,man,2,2
Eugene Santschi,,man,2,2
Richard Wagner,,man,2,2
William S. Hart,,man,2,2
Ernst Haeckel,,man,2,2
John F. Tolton,,man,2,2
KEITH A. KELLY,,man,2,2
Benjamin Y. Hampton,,man,2,2
Maxwell W. Rice,,man,2,2
John Ruskin,,man,2,2
George Lewis,,man,2,2
John LaBranche,,man,2,2
John Joseph Cantwell,,man,2,2
James Earl Collins,,man,2,2
William W. Ray,,man,2,2
Alfred Randall,,man,2,2
John Parry,,man,2,2
Fred E. Eldredge,,man,2,2
Isaac Walton,,man,2,2
John Keats,,man,2,2
David Edwards,,man,2,2
Cyrus M. Hawley,,man,2,2
Julius Shepherd,,man,2,2
Thomas W. Haskins,,man,2,2
George Harrison,,man,2,2
Myron Brewer,,man,2,2
George B. Waldron,,man,2,2
Elias L. T. Harrison,,man,2,2
Harry S Truman,,man,2,2
Danish Dugway,,man,2,2
George Baxter,,man,2,2
Robert C. Schenck,,man,2,2
William Hatton,,man,2,2
Eugene E. White,,man,2,2
Robert C. Wyllie,,man,2,2
Emiliano Zapata,,man,2,2
George Auerbach,,man,2,2
William Benson,,man,2,2
Richard V. Francaviglia,,man,2,2
Sheriff T. F. Kelter,,man,2,2
Arthur Webb,,man,2,2
Ray West,,man,2,2
William L. Scott,,man,2,2
Atlee Pomerene,,man,2,2
Leonard Wood,,man,2,2
Wendell Phillips,,man,2,2
George Peterson,,man,2,2
Teodoro de Croix,,man,2,2
Howard Lamar,,man,2,2
James Walker,,man,2,2
Richard T. Ely,,man,2,2
Solomon Nunes Carvalho,,man,2,2
Bruce Rosenberg,,man,2,2
Jesse L. Lasky,,man,2,2
David Pettegrew,,man,2,2
James C. Armstrong,,man,2,2
Thomas Marshall,,man,2,2
Ethan Pettit,,man,2,2
Stephen E. Jocelyn,,man,2,2
Jacob H. Holeman,,man,2,2
Thomas Flint,,man,2,2
Richard Mackintosh,,man,2,2
William B. Dougall,,man,2,2
Neil McArthur,,man,2,2
George Washington Bean,,man,2,2
Jerald H. Merrill,,man,2,2
Horace J. Long,,man,2,2
Charles W. Crocker,,man,2,2
James R. Clark,,man,2,2
John Corrill,,man,2,2
Elias Higbee,,man,2,2
Martin Van Buren,,man,2,2
Tim Johnson,,man,2,2
James Merrick,,man,2,2
Benjamin Davis,,man,2,2
Nick Mageras,,man,2,2
Henri Moser,,man,2,2
Alex Rizos,,man,2,2
Sam A. King,,man,2,2
Steve Denos,,man,2,2
Irving Wallace,,man,2,2
Theodore Judah,,man,2,2
John H. Gerrish,,man,2,2
John Kupfer,,man,2,2
James Mooney,,man,2,2
Walter H. Powell,,man,2,2
Marcus E. Jones,,man,2,2
Arthur Powell Davis,,man,2,2
John Renshawe,,man,2,2
Frank Mason Brown,,man,2,2
Eugene Clyde LaRue,,man,2,2
William Brooks,,man,2,2
John Colter,,man,2,2
John F. Hamilton,,man,2,2
Nathaniel Wyeth,,man,2,2
John Snyder,,man,2,2
David Grant,,man,2,2
John Shields,,man,2,2
James C. Malin,,man,2,2
Thomas Bingham,,man,2,2
James Pierce,,man,2,2
John H. Arnold,,man,2,2
William Richmond,,man,2,2
John P. Newman,,man,2,2
Teddy Roosevelt,,man,2,2
William Batchelor,,man,2,2
Jim Fitzsimmons,,man,2,2
Edwin M. Stanton,,man,2,2
William B. Pace,,man,2,2
Samuel H. Woodson,,man,2,2
John E. Page,,man,2,2
Joseph Berry,,man,2,2
William Walker,,man,2,2
Albert Bierstadt,,man,2,2
William M. Gwin,,man,2,2
Milton S. Latham,,man,2,2
Carl Lynn,,man,2,2
Edward Schonfelt,,man,2,2
Gustav F. Buschmann,,man,2,2
Hugh J. Cannon,,man,2,2
Roger Lewis,,man,2,2
Irvin S. Cobb,,man,2,2
Harry Hansen,,man,2,2
James O'D. Bennett,,man,2,2
John T. M'Cutcheon,,man,2,2
William Raymond,,man,2,2
Kane Kounty Kurrency,,man,2,2
Gus Adleman,,man,2,2
Nate Hansen,,man,2,2
Sheriff Bulloch,,man,2,2
Little Frank,,man,2,2
Peter Fife,,man,2,2
Patrick Breen,,man,2,2
Tom Fitzpatrick,,man,2,2
Andrew Shumway,,man,2,2
James Maxwell,,man,2,2
William Holt,,man,2,2
Lyman Hinman,,man,2,2
Thomas Dunn,,man,2,2
Charles McKay,,man,2,2
James T. Cobb,,man,2,2
Thomas Graham,,man,2,2
Joseph Cain,,man,2,2
Arieh C. Brower,,man,2,2
Robert Wiley,,man,2,2
Chandler Holbrook,,man,2,2
Don Antonio Pacheco,,man,2,2
Don Luis de Miera,,man,2,2
Don Fernando Cortes,,man,2,2
Don Juan de Ofiate,,man,2,2
Robert W. Hill,,man,2,2
Fred S. Dellenbaugh,,man,2,2
Lester W. Bradley,,man,2,2
William R. Hawkins,,man,2,2
Thomas Hancock,,man,2,2
Samuel Howe,,man,2,2
Tom Farrer,,man,2,2
John Arbuckle,,man,2,2
George Little,,man,2,2
John Otis,,man,2,2
James Stewart,,man,2,2
Frank Sinatra,,man,2,2
Henry Wadsworth Longfellow,,man,2,2
Joseph S. Peery,,man,2,2
Frederick S. Buchanan,FREDERICK S. BUCHANAN,man,2,2
Frank Alger,,man,2,2
William Twitty Baker,,man,2,2
Robert Mitchell,,man,2,2
Albert S. Johnston,,man,2,2
Alfred Nelson,,man,2,2
Lorenzo Roundy,,man,2,2
Charles Jensen,,man,2,2
Paul Harvey,,man,2,2
James Kearney,,man,2,2
William Shakespeare,,man,2,2
Henrik Ibsen,,man,2,2
Henry Hopkins,,man,2,2
Joseph Wheeler,,man,2,2
Claudius Hirschi,,man,2,2
Mosiah Hall,,man,2,2
James Street,,man,2,2
Sam Clemens,,man,2,2
Eugene Allen,,man,2,2
Bret Harte,,man,2,2
Wayne Babcock,,man,2,2
Moroni Brown,,man,2,2
George A. Custer,,man,2,2
William Dawson,,man,2,2
William O. Douglas,,man,2,2
Edward W.Tullidge,,man,2,2
George Westinghouse,,man,2,2
Peter Rabbit,,man,2,2
John C. Graham,,man,2,2
Irving Stone,,man,2,2
Elihu Root,,man,2,2
Alonzo Delano,,man,2,2
Samuel H. King,,man,2,2
William Bennett,,man,2,2
George Wilson,,man,2,2
Cecil Thomson,,man,2,2
Jack Major,,man,2,2
Thomas Hendricks,,man,2,2
Paul Cracroft,,man,2,2
Hyrum Bennion,,man,2,2
Vicente Mayer,,man,2,2
William Fox,,man,2,2
Jefferson Barracks,,man,2,2
Andrew Kerr,,man,2,2
Stan Layton,,man,2,2
Sam Lee,,man,2,2
Frank Barnes,,man,2,2
Harry Tasker,,man,2,2
Paul Schettler,,man,2,2
Frank Albert,,man,2,2
William Elliot,,man,2,2
William Robb,,man,2,2
William Twitty,,man,2,2
John Bull,,man,2,2
Darwin Richardson,,man,2,2
John Long,,man,2,2
Samuel Ensign,,man,2,2
James Brooks,,man,2,2
John Bott,,man,2,2
Lewis Jewelry,,man,2,2
Long John Silver,,man,2,2
Lorenzo Hill Hatch,,man,2,2
Arthur Chaffin,,man,2,2
George Chorpenning,,man,2,2
Peter Christensen,,man,2,2
Asa Calkin,,man,2,2
Christian Madsen,,man,2,2
Vaughn J. Featherstone,,man,2,2
Harrison Avenue,,man,2,2
William Lawrence,,man,2,2
Henry East,,man,2,2
Alfred Ward,,man,2,2
Andrew Cahoon,,man,2,2
George Sand,,man,2,2
William J. Kerr,,man,2,2
Alex Toponce,,man,2,2
Benjamin Rowland,,man,2,2
Philip Notarianni,,man,2,2
Lowell Bennion,,man,2,2
Ray Robinson,,man,2,2
Grover Rich,,man,2,2
Francisco I. Madero,,man,2,2
George Darling,,man,2,2
Thomas F. O'Dea,,man,2,2
Donald W. Meinig,,man,2,2
Leo Weaver,,man,2,2
William Barclay,,man,2,2
Augustus Saint-Gaudens,,man,2,2
David P. Kimball,,man,2,2
Saint Francis,,man,2,2
George Morris,,man,2,2
Albert Brown,,man,2,2
Charles Ruggeri,,man,2,2
Gordon Academy,,man,2,2
Norman Furniss,,man,2,2
Levi Reed,,man,2,2
Theodore Blegen,,man,2,2
Joseph E. Spencer,,man,2,2
William Frederick,,man,2,2
Merrick Butte,,man,2,2
Jehiel McConnel,,man,2,2
George Washington Julian,,man,2,2
Patrick Leigh Fermor,,man,2,2
Markos Petrakis,,man,2,2
James Papacosta,,man,2,2
George Zoumadakis,,man,2,2
George Blake,,man,2,2
Ernest Pulsipher,,man,2,2
Thomas Ricks,,man,2,2
Dean Milton Bennion,,man,2,2
Andrew Sprowl,,man,2,2
John Burt,,man,2,2
Heber Manning Wells,,man,2,2
Walter Taylor,,man,2,2
George A. Storrs,,man,2,2
Henry Villard,,man,2,2
Hank Sharp,,man,2,2
William H. Herndon,,man,2,2
Peter Kiewit,,man,2,2
Isaac Williams,,man,2,2
Frank Dobie,,man,2,2
Willard Snyder,,man,2,2
Albert E. Holden,,man,2,2
Israel Ivins,,man,2,2
Luther Hemenway,,man,2,2
Joseph S. Alemany,,man,2,2
Harry McDonald,,man,2,2
George Law,,man,2,2
Lake Catherine,,man,2,2
Silvester Velez de Escalante,,man,2,2
Hiram Vasquez,,man,2,2
Nicholas Groesbeck Morgan,,man,2,2
Joseph Machebeuf,,man,2,2
Don Alonso,,man,2,2
Diego de Vargas,,man,2,2
Jackson Smith,,man,2,2
Robert Caldwell,,man,2,2
William Alma,,man,2,2
Ole Rolvaag,,man,2,2
Franklin Dewey Richards,,man,2,2
Lyman Wood,,man,2,2
Willard Smith,,man,2,2
Harry Goulding,,man,2,2
Alfred Bell,,man,2,2
John T. Morgan,,man,2,2
John Hand,,man,2,2
John Francis,,man,2,2
Daniel O'Connel,,man,2,2
Jacob Hoffeins,,man,2,2
Philemon C. Merrill,,man,2,2
Joseph C. Chiles,,man,2,2
James Park,,man,2,2
Seth Tanner,,man,2,2
James Lamb,,man,2,2
Fred Ben,,man,2,2
John Ellis,,man,2,2
James Bullock,,man,2,2
Thomas Giles,,man,2,2
William Perkins,,man,2,2
Ephraim Tomkins,,man,2,2
Elijah White,,man,2,2
Levi Roberts,,man,2,2
Henry Woolley,,man,2,2
Charles Marvin,,man,1,2
Clifton Mayne,,man,1,2
Erick Pehrson,,man,1,2
William H. Wattis,,man,1,2
James Dimmock,,man,1,2
Richard North,,man,1,2
Huey Long,,man,1,2
Francis Townsend,,man,1,2
Seth Putnam,,man,1,2
Zachary Proctor,,man,1,2
Leo Marx,,man,1,2
Richard Avedon,,man,1,2
Peter McAuslan,,man,1,2
Garry Wills,,man,1,2
Sean Hannity,,man,1,2
Scott Streater,,man,1,2
Monte Bona,,man,1,2
Layne Miller,,man,1,2
Christopher Ketcham,,man,1,2
David Stanley,,man,1,2
Frederick V. Coville,,man,1,2
Chet Olsen,,man,1,2
Richard L. Knight,,man,1,2
Bruno Latour,,man,1,2
David Lowenthal,,man,1,2
Daniel B. Botkin,,man,1,2
Bill McGill,,man,1,2
Sam Sneed Hotel,,man,1,2
Thomas Linker,,man,1,2
Anders Miller,,man,1,2
Aaron Andrew,,man,1,2
Andrew Aliason,,man,1,2
Charles Prouty,,man,1,2
Stephen Love,,man,1,2
Marcelino Martínez Valero,,man,1,2
Teodoro Pradas,,man,1,2
James Wesley Chipman,,man,1,2
Eugene F. Fairbanks,,man,1,2
Eugene Fairbanks,,man,1,2
Morris Mathews,,man,1,2
Melvin Bitters,,man,1,2
Frank DeCaro,,man,1,2
Joshua Duclos,,man,1,2
Ty Raterman,,man,1,2
Jeff Nichols,,man,1,2
Kyle Carter,,man,1,2
Randy Williams,,man,1,2
Dennis Cutchins,,man,1,2
Gilbert Coleman,,man,1,2
Jack Tales,,man,1,2
John Luft,,man,1,2
Samuel Clemens,,man,1,2
Michael W. Johnson,,man,1,2
Alfred Kidder,,man,1,2
Neal Hanks,,man,1,2
John W. Aird,,man,1,2
David Westwood,,man,1,2
Fred R. Taylor,,man,1,2
Fred Korematsu Day,,man,1,2
Paul Tibbets,,man,1,2
James L. Reynolds,,man,1,2
Frank Emery,,man,1,2
Howard Bahr,,man,1,2
Edwin Banfield,,man,1,2
Thomas F. O’Dea,,man,1,2
Alan Taylor,,man,1,2
Kirk Huffaker,,man,1,2
William F. Thomas,,man,1,2
Dean Gustavson,,man,1,2
Donald Strack,,man,1,2
Thomas Bailey,,man,1,2
Abel S. Rich,,man,1,2
Gene Simmons,,man,1,2
Cary Grant,,man,1,2
David H. Miller,,man,1,2
Charles Ferguson Smith,,man,1,2
Gale Sloan White,,man,1,2
John T. Darly,,man,1,2
Ernest T. Spencer,,man,1,2
Bert R. Bowman,,man,1,2
Wilford Heaton,,man,1,2
Johnny Healy,,man,1,2
John Moir,,man,1,2
George Raynolds Mathews,,man,1,2
William Dalton Neal,,man,1,2
Charles Huenemann,,man,1,2
Jon Anderson,,man,1,2
Michael Airfield,,man,1,2
Richard D. Lyons,,man,1,2
John Milam Jones,,man,1,2
William Huff,,man,1,2
Samuel Dinsdale,,man,1,2
Gregory Glenn,,man,1,2
Doug O’Neill,,man,1,2
Bishop Niederauer,,man,1,2
Ross Plant,,man,1,2
George Bohn,,man,1,2
Darryl F. Zanuck,,man,1,2
Louis Bromfield,,man,1,2
Dean Jagger,,man,1,2
Charles Rudd,,man,1,2
Ralph Blackham,,man,1,2
James Sullivan,,man,1,2
George Horine,,man,1,2
Sylvester Pierce Walmsley,,man,1,2
Pete Rauzi,,man,1,2
Daniel Garn,,man,1,2
Joseph A. Kelting,,man,1,2
George W. Adair,,man,1,2
James McParland,,man,1,2
Dave Gwilliams,,man,1,2
Jens Jorgen Sorensen,,man,1,2
Asahel Collins Beckwith,,man,1,2
Eugene Gardner,,man,1,2
Emory John,,man,1,2
Milton Hartvigsen,,man,1,2
John Lynch,,man,1,2
Arthur Greaves,,man,1,2
Jack Phillips,,man,1,2
Oscar Thurman,,man,1,2
Bruce Nugent,,man,1,2
Joseph Troskolawski,,man,1,2
John Forsyth,,man,1,2
Emilio Aguinaldo,,man,1,2
Dale Parry,,man,1,2
William McLachlan,,man,1,2
William Hull,,man,1,2
Glenn Stewart,,man,1,2
Amos Hill,,man,1,2
Cal Giddings,,man,1,2
Gus Henroid,,man,1,2
Bill Seamount,,man,1,2
William Montague,,man,1,2
William Montague Ferry,,man,1,2
Duncan James McMillan,,man,1,2
Ron Hankin,,man,1,2
Ronald Hankin,,man,1,2
Billy Hatch,,man,1,2
Otto Ziegler,,man,1,2
Allan B. Kline,,man,1,2
Charles Brannan,,man,1,2
Melvin Hatch,,man,1,2
Harry Christensen,,man,1,2
James Giles,,man,1,2
Jay Stevens,,man,1,2
Jens Christian Johansen,,man,1,2
William J. Hardin,,man,1,2
David L. Lemon,,man,1,2
Joel Shapiro,,man,1,2
George Stegner,,man,1,2
Victor Gordon,,man,1,2
John Shanonah,,man,1,2
William Roylance,,man,1,2
Joseph Frisby,,man,1,2
Don Hicken,,man,1,2
Tom Baum,,man,1,2
Guy McDonald,,man,1,2
John Rouse,,man,1,2
Paul Gourley,,man,1,2
Eldon Poulsen,,man,1,2
Joseph R. Murdock,,man,1,2
John Staheli,,man,1,2
Donald Beauregard,,man,1,2
George Emmerson,,man,1,2
Hank Hassell,,man,1,2
Charles F. Brush,,man,1,2
George Stockly,,man,1,2
James Chipman,,man,1,2
Howard Zahniser,,man,1,2
William Davenport,,man,1,2
Horatio Eddy,,man,1,2
John Nevil Maskelyne,,man,1,2
Hal Zogg,,man,1,2
Dave Brubeck,,man,1,2
Paul Smith,,man,1,2
Rob Branch,,man,1,2
Benjamin F. Cummings,,man,1,2
George Reeder,,man,1,2
George Boardman Spencer,,man,1,2
Austin Memorial,,man,1,2
Rey Florez,,man,1,2
Rex Black,,man,1,2
James Cowan Jr.,,man,1,2
William J. Jones,,man,1,2
John Petrie,,man,1,2
David Brooks,,man,1,2
Charles Cooney,,man,1,2
Sam Carpenter,,man,1,2
Benson L. Lanford,,man,1,2
John Fahey,,man,1,2
Joseph Creighton,,man,1,2
Frank Rose,,man,1,2
George D.Watt,,man,1,2
John Huber,,man,1,2
Grant H. Redford,,man,1,2
Leonard Herbert Swett,,man,1,2
Spencer Hammond,,man,1,2
Chris Allen,,man,1,2
Mark Nelson,,man,1,2
Charles H. Sparks,,man,1,2
Walter A. Lunden,,man,1,2
Robert E. Jones,,man,1,2
John Fish Wright,,man,1,2
George Augustus Sheets,,man,1,2
William Lynch,,man,1,2
David Thurman,,man,1,2
Isaac Fox,,man,1,2
Jean Miles Westwood,,man,1,2
Tim Mets,,man,1,2
Jay Elliot,,man,1,2
Pete Seeger,,man,1,2
Woody Guthrie,,man,1,2
Hyrum North,,man,1,2
William Simpson,,man,1,2
John Webber Jr.,,man,1,2
Charles Robinson,,man,1,2
William Swain,,man,1,2
Alfred Hadden,,man,1,2
David Tullis,,man,1,2
Daniel Macfarlane,,man,1,2
Dan Carpenter,,man,1,2
Henry Sterling Bloom,,man,1,2
Wayne Pontious,,man,1,2
John C. Peltro,,man,1,2
George W. Bradley,,man,1,2
Lee Soucy,,man,1,2
Jim Oberto,,man,1,2
Stanley Semanski,,man,1,2
Peter Tomich,,man,1,2
Heber Langston,,man,1,2
Fred Hoine,,man,1,2
Joseph P. Scussel,,man,1,2
Earl T. James,,man,1,2
Ben Bennion,,man,1,2
Andrew Jackson Shupe,,man,1,2
David M. Perkins,,man,1,2
Thomas Jefferson Osborne,,man,1,2
Thomas Rhoads,,man,1,2
Charles S. Little,,man,1,2
Alexander Johnson,,man,1,2
Stewart Hamblin,,man,1,2
Vinnie Farnsworth Jepson,,man,1,2
Lewis Jepson,,man,1,2
Will Seegmiller,,man,1,2
Lyman Martineau,,man,1,2
George Swendsen,,man,1,2
Lawrence Coates,,man,1,2
Warren Metcalf,,man,1,2
Robert Hassell,,man,1,2
Nephi Anderson,,man,1,2
Thomas McNeal,,man,1,2
Dean Bischoff,,man,1,2
Evan Kackley,,man,1,2
Floyd E. Dominy,,man,1,2
Richard Fryer,,man,1,2
Will Holmes,,man,1,2
Wilbur DeWitt,,man,1,2
Steven E. Farley,,man,1,2
Enoch Parrish,,man,1,2
Horace Clark,,man,1,2
Tony Lazzeri,,man,1,2
John C. Derks,,man,1,2
Paul Strand,,man,1,2
Bill Conlin,,man,1,2
Bill Cunningham,,man,1,2
Ray Rohwer,,man,1,2
Joe Critchlow,,man,1,2
Dennis James,,man,1,2
Bob Stinson,,man,1,2
John Gamble,,man,1,2
Larry Burchart,,man,1,2
Randy Kohn,,man,1,2
Bob Rauch,,man,1,2
Bruce Ellingsen,,man,1,2
Tom Paciorek,,man,1,2
Gary Pullins,,man,1,2
Finley Anderson,,man,1,2
Von Hagel,,man,1,2
Philip Paskett,,man,1,2
Charles Kimber,,man,1,2
John Hancock,,man,1,2
Danish Wash,,man,1,2
Daryl Robertson,,man,1,2
William Vipont,,man,1,2
Frank J. Lake,,man,1,2
Wallace Hale,,man,1,2
Ed Tuttle,,man,1,2
Lee W. Daleabout,,man,1,2
Lee Daleabout,,man,1,2
Norman Powell,,man,1,2
John Oborn,,man,1,2
Charles Dudley Warner,,man,1,2
Ivan Christensen,,man,1,2
Carl Nyman,,man,1,2
Farrell Karren,,man,1,2
Abram Luoma,,man,1,2
Isaac Maki,,man,1,2
Frank Cameron,,man,1,2
Torre Pellice,,man,1,2
Harry Haynes,,man,1,2
Delbert Fowler,,man,1,2
Calvin Andrus,,man,1,2
Ed LaChapelle,,man,1,2
Paul Howard,,man,1,2
Byron Smith,,man,1,2
Nate Knight,,man,1,2
Willard Brigham Richards,,man,1,2
John Stocking,,man,1,2
George Maughan,,man,1,2
Dewain Berger,,man,1,2
Carroll Draper,,man,1,2
Charles Bosshardt,,man,1,2
Art Mitchell,,man,1,2
George Whitehead,,man,1,2
Carl G. Fisher,,man,1,2
Arthur Pardington,,man,1,2
Johnny Appleseed,,man,1,2
Rick Rowley,,man,1,2
Jarvis Hall,,man,1,2
John Coward,,man,1,2
Mel Fletcher,,man,1,2
David Chaplin,,man,1,2
David Loertscher,,man,1,2
James Laughlin,,man,1,2
Harold Goodro,,man,1,2
Albion Pass,,man,1,2
Steve Erickson,,man,1,2
Jon Manwaring,,man,1,2
Lyle Waldron,,man,1,2
Anthony W Ivins,,man,1,2
Tony Ivins,,man,1,2
Jerry Reagan,,man,1,2
Edward Crocket,,man,1,2
Ed Crocket,,man,1,2
Elvin Kerley,,man,1,2
Ralph Cameron,,man,1,2
Dick Johnson,,man,1,2
Anthony R. Demman,,man,1,2
Louis Pestotnik,,man,1,2
Henry Bryant Jolley,,man,1,2
Pat Nielsen Davis,,man,1,2
Niels J. Nielsen,,man,1,2
William Toy,,man,1,2
Norman Hamilton,,man,1,2
Harold Bachman,,man,1,2
Richard Shaw,,man,1,2
John Martineau,,man,1,2
George W. Snyder,,man,1,2
Hyrum Ford,,man,1,2
James R. Miller,,man,1,2
Lee Lemmon,,man,1,2
Al Starr,,man,1,2
Arthur Gordon,,man,1,2
William L. Beach,,man,1,2
Walter Keil Granger,,man,1,2
Luther Foss,,man,1,2
Prince Iwakura,,man,1,2
George Bauer,,man,1,2
Joseph Davis,,man,1,2
Jesus Avila,,man,1,2
Joseph Jefferson,,man,1,2
Lawrence Barrett,,man,1,2
Niels Omanson,,man,1,2
George Madsen,,man,1,2
Frank Torgersen,,man,1,2
Charles Stewart,,man,1,2
William Henry Lewis,,man,1,2
David E. Cross,,man,1,2
Lance Sergeant Smith,,man,1,2
Wilford Biggs,,man,1,2
Ralph Huntsman,,man,1,2
Lou Olsen,,man,1,2
Pedro Feon,,man,1,2
Miguel Archuleta,,man,1,2
William McCrea,,man,1,2
Malcolm Campbell,,man,1,2
Donald Campbell,,man,1,2
